Peano Meter,Final Voltage A (V),Final Voltage B (V),Final Voltage C (V),Distance to Transformer (m),Load A (kW),Load B (kW),Load C (kW),Group,Phases,Meter X,Meter Y,New Phase,New Load A,New Load B,New Load C
6601962623,225.46115920868408,228.9098232514166,229.01676636521077,461.4838912493845,0.02,0.0,0.0,Group 1,A,1058638.2061085,1823167.495549,A,0.02,0.0,0.0
6200459622,214.38323032087396,217.1771609871966,221.690906694864,621.6661269811273,0.0,0.04,0.0,Group 2,B,1059376.3291085,1822859.6835490002,B,0.0,0.04,0.0
6500073137,214.03343610285083,217.45180650856565,222.3461091473379,662.5410775392628,0.54,0.0,0.0,Group 2,A,1059231.8031085,1822875.377549,A,0.54,0.0,0.0
19220999,218.2334748341976,219.91788882012668,224.37935858141202,349.7597138154148,0.0,0.78,0.0,Group 2,B,1059260.7661085,1823102.776549,B,0.0,0.78,0.0
17304121,227.47481436710993,225.46628278960242,224.8374340104654,339.52446204154364,0.4,0.0,0.0,Group 1,A,1059091.4131085,1823181.2955490001,C,0.0,0.0,0.4
6602823329,227.47481436710993,225.46628278960242,224.8374340104654,553.4420908725855,0.0,0.0,0.0,Group 1,ABC,1059080.0311085,1823008.979549,ABC,0.0,0.0,0.0
29752484,216.57194508719274,226.18161077018442,228.19788898985144,554.1619797740407,0.19,0.0,0.0,Group 1,A,1058482.0411085,1823661.871549,A,0.19,0.0,0.0
5800846214,226.24297167005318,229.90323977827924,229.43557750327543,240.0580576914115,0.18,0.0,0.0,Group 1,A,1058914.3291085,1823565.2315490001,A,0.18,0.0,0.0
6001519818,226.08052244432903,228.9098232514166,229.01676636521077,272.82678598546465,0.07,0.0,0.0,Group 1,A,1058782.9101085,1823226.034549,A,0.07,0.0,0.0
5800728429,229.1738987061616,223.39886563820102,229.49634243067763,594.7115646587175,0.0,0.0,0.0,Group 2,A,1059709.5251085,1822958.593549,A,0.0,0.0,0.0
6200460622,226.42052934938752,229.90323977827924,229.43557750327543,296.89822775416474,0.01,0.0,0.0,Group 1,A,1059055.0781085,1823542.4435490002,A,0.01,0.0,0.0
6001521530,216.8049580867402,226.36371813028634,228.19788898985144,790.627266310547,0.01,0.0,0.0,Group 1,A,1058411.1331085,1823306.948549,A,0.01,0.0,0.0
17354259,226.4190567497882,229.90323977827924,229.43557750327543,335.339527886487,0.01,0.0,0.0,Group 1,A,1059098.1561085,1823535.532549,A,0.01,0.0,0.0
6200457589,226.44972047015665,228.9098232514166,229.01676636521077,196.20228482577272,0.0,0.0,0.0,Group 1,A,1058807.1601085,1823295.431549,A,0.0,0.0,0.0
22264445,218.2334748341976,219.91788882012668,224.37935858141202,349.7597138154148,0.09,0.0,0.0,Group 2,A,1059256.6711085,1823102.198549,C,0.0,0.0,0.09
6200202559,214.3818775205648,216.9095649938923,221.690906694864,712.080653739625,0.0,0.15,0.0,Group 2,B,1059376.5601085,1822802.6395490002,B,0.0,0.15,0.0
23620533,227.8799384277684,226.29584160936994,224.28716795587633,240.71000425221456,0.0,0.19,0.0,Group 1,B,1059188.1131085,1823337.6335490001,A,0.19,0.0,0.0
6100127350,227.8799384277684,226.30346017152567,224.29217178401066,237.55493182827553,0.0,0.0,0.38,Group 1,C,1059177.6201085,1823342.848549,A,0.38,0.0,0.0
5800728445,226.22348152320765,229.90323977827924,229.43557750327543,283.54052689189535,0.11,0.0,0.0,Group 1,A,1058947.0371085,1823615.999549,A,0.11,0.0,0.0
27031714,227.16218665316006,224.45193604691312,221.48511744369208,517.7658222016627,0.08,0.08,0.08,Group 1,ABC,1058833.2321085,1823468.905549,ABC,0.08,0.08,0.08
6001594197,224.7573233518869,228.9098232514166,229.01676636521077,695.112635834789,0.05,0.0,0.0,Group 1,A,1058473.9291085,1823002.1395490002,A,0.05,0.0,0.0
29752026,225.69051921320053,228.9098232514166,229.01676636521077,390.801717951348,0.0,0.0,0.0,Group 1,A,1058710.5781085,1823171.4775490002,A,0.0,0.0,0.0
5900663018,217.28247616328215,226.18161077018442,228.19788898985144,512.3145759372851,0.0,0.14,0.0,Group 1,B,1058521.8971085,1823630.729549,B,0.0,0.14,0.0
6300791166,214.5845579344407,226.18161077018442,228.19788898985144,925.4993935455772,0.36,0.0,0.0,Group 1,A,1058208.3021085,1823897.8765490002,A,0.36,0.0,0.0
6301060068,227.8799384277684,226.29584160936994,224.28716795587633,240.71000425221456,0.0,0.0,0.0,Group 1,B,1059191.9821085,1823337.4945490002,C,0.0,0.0,0.0
6500073765,218.2334748341976,219.91788882012668,224.37935858141202,349.7597138154148,0.0,0.69,0.0,Group 2,B,1059260.3081085,1823107.924549,C,0.0,0.0,0.69
23621927,222.86773960861058,223.7398456794318,226.33493403028595,261.78406456159905,0.2,0.0,0.0,Group 2,A,1059184.2331085,1823244.050549,A,0.2,0.0,0.0
16895934,216.995601160948,219.08528840781753,223.95872352175545,411.81767268751133,0.0,0.1,0.0,Group 2,B,1059295.9351085,1823085.314549,B,0.0,0.1,0.0
6499477,225.5882443326229,227.96707218951892,223.93254127847382,423.0044135207987,0.0,0.19,0.0,Group 2,B,1059546.7471085,1823094.790549,C,0.0,0.0,0.19
17304161,222.27170800256545,227.5707603711888,223.75018740584133,635.6489652133339,0.11,0.0,0.0,Group 2,A,1059449.5781085,1822835.100549,B,0.0,0.11,0.0
18057642,214.3818775205648,216.9095649938923,221.690906694864,712.080653739625,0.0,0.19,0.0,Group 2,B,1059378.5211085,1822799.185549,B,0.0,0.19,0.0
28618292,214.3818775205648,216.83354505112635,221.690906694864,759.5915448097463,0.0,0.39,0.0,Group 2,B,1059337.9471085,1822781.574549,B,0.0,0.39,0.0
C254599,227.8799384277684,226.41088939955998,224.46251770759991,193.06552044767554,0.0,0.0,0.09,Group 1,C,1059139.3411085,1823347.804549,C,0.0,0.0,0.09
6100473425,227.88504720020157,229.90323977827924,229.48109377226763,120.54572667872637,0.0,0.0,0.2,Group 1,C,1058943.7181085,1823485.4605490002,C,0.0,0.0,0.2
6300182685,226.42052934938752,229.90323977827924,229.43557750327543,296.89822775416474,0.63,0.0,0.0,Group 1,A,1059054.4741085,1823539.6905490002,A,0.63,0.0,0.0
5600589383,229.46976880282688,229.05284057116975,228.63243288615172,40.1460670178,0.0,0.0,0.06,Group 1,C,1058976.5311085,1823362.807549,C,0.0,0.0,0.06
6100810907,216.58983579100823,226.18161077018442,228.19788898985144,552.068128537757,2.2,0.0,0.0,Group 1,A,1058488.8191085,1823654.4235490002,A,2.2,0.0,0.0
20926433,226.0555142342999,228.9098232514166,229.01676636521077,278.32352908370467,0.3,0.0,0.0,Group 1,A,1058788.6551085,1823220.152549,A,0.3,0.0,0.0
5600618595,224.58411836838522,228.9098232514166,229.01676636521077,773.718863406189,0.12,0.0,0.0,Group 1,A,1058402.3911085,1823024.6535490002,A,0.12,0.0,0.0
6201353568,214.5845579344407,226.18161077018442,228.19788898985144,925.4993935455772,0.26,0.0,0.0,Group 1,A,1058211.1631085,1823896.1365490002,A,0.26,0.0,0.0
5900663004,226.84938205582276,225.94831032909443,223.59705553972321,330.68656670622397,0.0,0.0,0.0,Group 1,A,1059206.8751085,1823424.490549,B,0.0,0.0,0.0
6200203422,226.42052934938752,229.90323977827924,229.43557750327543,296.89822775416474,0.11,0.0,0.0,Group 1,A,1059050.4171085,1823540.115549,A,0.11,0.0,0.0
6200457509,229.50944059053938,228.24375786597346,229.49634243067763,99.86313443314293,0.07,0.0,0.0,Group 2,A,1059403.8821085,1823305.7585490001,A,0.07,0.0,0.0
6200459800,214.4149387440425,217.32996091129226,221.97645946761818,572.6833848262452,0.0,0.0,0.93,Group 2,C,1059358.6161085,1822893.774549,C,0.0,0.0,0.93
5800953149,215.28352840309248,226.18161077018442,228.19788898985144,749.5398552930251,0.34,0.0,0.0,Group 1,A,1058342.1401085,1823784.279549,A,0.34,0.0,0.0
6200866423,214.3818775205648,216.83354505112635,221.690906694864,759.5915448097463,0.0,0.01,0.0,Group 2,B,1059334.3371085,1822779.8795490002,B,0.0,0.01,0.0
6200944834,214.3818775205648,216.83354505112635,221.690906694864,759.5915448097463,0.0,0.0,0.0,Group 2,B,1059336.7561085,1822785.543549,B,0.0,0.0,0.0
6300792994,223.33759632509086,227.5707603711888,223.75018740584133,515.8671289434919,0.0,0.02,0.0,Group 2,B,1059557.6011085,1822886.228549,B,0.0,0.02,0.0
6700029208,222.5240320899556,227.5707603711888,223.75018740584133,595.2707077919729,0.0,0.0,0.0,Group 2,A,1059486.4861085,1822852.594549,A,0.0,0.0,0.0
5700851929,222.86773960861058,223.7398456794318,226.33493403028595,261.78406456159905,0.09,0.0,0.0,Group 2,A,1059187.3151085,1823239.820549,A,0.09,0.0,0.0
5901232706,216.54405340749688,226.36371813028634,228.19788898985144,951.1414459331198,0.24,0.0,0.0,Group 1,A,1058295.6501085,1823351.600549,A,0.24,0.0,0.0
5600160112,216.96844002930663,226.36371813028634,228.19788898985144,708.9861568290609,1.02,0.0,0.0,Group 1,A,1058452.5571085,1823378.997549,A,1.02,0.0,0.0
6500626479,215.54332031895458,226.18161077018442,228.19788898985144,705.4771265627052,0.0,0.0,0.0,Group 1,A,1058370.9061085,1823754.421549,A,0.0,0.0,0.0
5901232708,216.5835468152653,226.36371813028634,228.19788898985144,911.7019924251198,0.14,0.0,0.0,Group 1,A,1058328.3521085,1823327.922549,A,0.14,0.0,0.0
6600381305,226.61883422202087,229.90323977827924,229.43557750327543,203.5029667277378,0.0,0.0,0.0,Group 1,A,1058947.8171085,1823554.8185490002,A,0.0,0.0,0.0
5901232707,216.54405340749688,226.36371813028634,228.19788898985144,951.1414459331198,0.01,0.0,0.0,Group 1,A,1058302.7991085,1823346.864549,A,0.01,0.0,0.0
5700214300,214.05114549165154,217.45180650856565,222.3461091473379,654.448401838305,0.26,0.0,0.0,Group 2,A,1059238.3851085,1822881.9475490001,A,0.26,0.0,0.0
6200460449,226.12478047066065,228.17410183549615,224.2508412871618,288.5735414149722,0.02,0.0,0.0,Group 2,A,1059448.6661085,1823066.121549,B,0.0,0.02,0.0
30298871,229.1738987061616,223.39886563820102,229.49634243067763,592.3943281581975,0.18,0.0,0.0,Group 2,A,1059702.3171085,1822952.358549,B,0.0,0.18,0.0
6700171568,227.6259856148998,225.7492654065914,224.8374340104654,240.40927681689848,0.0,0.0,0.0,Group 1,A,1059090.0211085,1823278.273549,C,0.0,0.0,0.0
20104136,214.3818775205648,217.17097585232986,221.690906694864,623.7559176404669,0.07,0.0,0.0,Group 2,A,1059387.3641085,1822845.201549,B,0.0,0.07,0.0
6000067383,221.7318379895251,222.36043373609706,225.5820860827883,331.9104149922436,0.0,0.0,0.0,Group 2,A,1059164.6521085,1823181.990549,C,0.0,0.0,0.0
5800584811,227.24649019839885,228.46300084312907,225.71981640289002,259.6420118046684,0.0,0.0,0.0,Group 2,B,1059444.7951085,1823183.260549,C,0.0,0.0,0.0
9642000017,227.47481436710993,225.46628278960242,224.8374340104654,339.52446204154364,0.0,0.0,0.0,Group 1,A,1059086.7611085,1823181.2955490001,C,0.0,0.0,0.0
6400040386,219.36503129608639,220.7818785960248,224.7824805561998,315.0296612716357,0.0,0.0,0.0,Group 2,ABC,1059249.6261085,1823135.380549,ABC,0.0,0.0,0.0
5700088089,224.33295500812542,227.9135603862833,228.50254007463403,202.30320425078858,0.0,0.0,0.0,Group 1,B,1058753.5071085,1823426.2345490002,C,0.0,0.0,0.0
6700171640,229.64584433452575,229.90323977827924,229.86751276460038,7.7069773517344995,0.0,0.0,0.0,Group 1,A,1058937.1821085,1823371.848549,C,0.0,0.0,0.0
6200455788,228.32406861681406,228.85478984312894,227.39914189842702,117.620957658851,0.0,0.2,0.0,Group 2,B,1059358.9241085,1823222.297549,C,0.0,0.0,0.2
6200457510,228.32406861681406,228.85478984312894,227.39914189842702,117.620957658851,0.0,0.08,0.0,Group 2,B,1059362.4851085,1823224.033549,B,0.0,0.08,0.0
21580162,227.24649019839885,228.46558747637283,225.71981640289002,231.76367742944893,0.0,0.0,0.0,Group 2,B,1059424.4931085,1823170.100549,C,0.0,0.0,0.0
5900992690,227.24649019839885,228.46300084312907,225.71981640289002,259.6420118046684,0.0,0.01,0.0,Group 2,B,1059450.1951085,1823181.674549,A,0.01,0.0,0.0
6499470,224.4371614961035,225.04081900389065,227.02385373686192,161.7372400478094,0.0,0.02,0.0,Group 2,B,1059226.9561085,1823291.225549,C,0.0,0.0,0.02
6100473669,221.7318379895251,222.40227263811056,225.62649273012227,290.6632422768113,0.0,0.78,0.0,Group 2,B,1059197.0891085,1823188.902549,C,0.0,0.0,0.78
23267939,224.54333978795958,227.81874580184606,223.76949087291396,417.285815940136,0.0,0.0,0.12,Group 2,C,1059513.6001085,1822965.4405490002,C,0.0,0.0,0.12
5801011903,224.54333978795958,227.81874580184606,223.76949087291396,417.285815940136,0.0,0.0,0.07,Group 2,C,1059517.1351085,1822967.4545490001,C,0.0,0.0,0.07
6499492,222.5240320899556,227.5707603711888,223.75018740584133,595.2707077919729,0.12,0.0,0.0,Group 2,A,1059481.3021085,1822854.253549,B,0.0,0.12,0.0
5800300279,222.0716898834156,227.5707603711888,223.75018740584133,670.0184464576339,1.07,0.0,0.0,Group 2,A,1059423.1571085,1822823.855549,B,0.0,1.07,0.0
6499472,214.172343228574,217.09768104012497,222.3461091473379,618.557858448538,0.0,0.22,0.0,Group 2,B,1059406.9251085,1822987.000549,B,0.0,0.22,0.0
6200459904,214.3818775205648,217.17097585232986,221.690906694864,623.7559176404669,0.0,0.0,0.0,Group 2,C,1059382.7141085,1822846.855549,C,0.0,0.0,0.0
22938771,218.53106706209027,226.32672455958513,228.19788898985144,443.08471246987693,0.0,0.51,0.0,Group 1,B,1058565.5611085,1823588.4035490002,B,0.0,0.51,0.0
19503320,220.40593806092562,226.7329407197633,228.2237260188275,364.01107121141183,0.0,0.0,0.16,Group 1,C,1058626.1821085,1823536.747549,B,0.0,0.16,0.0
6499486,227.16218665316006,224.44578578874714,221.48511744369208,520.7130341044258,0.0,0.2,0.0,Group 1,B,1058819.3421085,1823473.0155490001,B,0.0,0.2,0.0
6499444,227.16218665316006,224.44578578874714,221.48511744369208,520.7130341044258,0.0,0.09,0.0,Group 1,B,1058814.8281085,1823469.513549,B,0.0,0.09,0.0
6001596226,227.24165382103973,225.07560588373016,222.02377097688964,354.81651381658764,0.0,0.23,0.0,Group 1,B,1058991.4601085,1823446.779549,B,0.0,0.23,0.0
5600160513,227.42450013004333,226.0284578310922,223.8061555343226,220.26115500600014,0.0,0.0,0.18,Group 1,C,1059098.4001085,1823412.5185490001,B,0.0,0.18,0.0
B382353,221.7318379895251,222.32526684109936,225.5820860827883,366.58005807883825,0.0,0.0,0.0,Group 2,B,1059132.4891085,1823173.2005490002,C,0.0,0.0,0.0
5800729053,214.172343228574,217.0721425974977,222.3461091473379,654.0658510004704,0.0,0.0,0.0,Group 2,B,1059431.9491085,1823004.7515490002,A,0.0,0.0,0.0
6200457707,227.23913393718374,225.0612648873488,222.00032131148794,357.566612360211,0.0,0.0,0.19,Group 1,C,1058972.1191085,1823448.992549,C,0.0,0.0,0.19
5901232420,221.59061271684138,226.98358253687545,228.30531483777497,315.22272815760545,0.0,0.58,0.0,Group 1,B,1058659.8041085,1823507.6095490002,C,0.0,0.0,0.58
5600169886,226.84938205582276,225.94831032909443,223.59705553972321,330.68656670622397,0.4,0.0,0.0,Group 1,A,1059207.7811085,1823429.8425490002,B,0.0,0.4,0.0
6200565709,215.1286211356,217.99637710390192,222.77760863916976,488.0309236123329,0.0,0.0,0.09,Group 2,C,1059317.0951085,1822965.142549,B,0.0,0.09,0.0
6500046758,227.58292542219172,225.5635976383304,224.8374340104654,268.6414945121985,0.0,0.33,0.0,Group 1,B,1059089.9511085,1823255.534549,B,0.0,0.33,0.0
23479153,228.79777847365588,229.0961369159058,228.15493904017387,81.54626297319464,0.0,0.0,0.17,Group 2,C,1059345.2351085,1823251.343549,C,0.0,0.0,0.17
28838446,226.1776689550356,228.18941840239532,224.27520568563693,284.29598368464605,0.0,0.0,0.9,Group 2,C,1059447.7021085,1823076.6835490002,C,0.0,0.0,0.9
5800846564,227.24649019839885,228.46300084312907,225.71981640289002,259.6420118046684,0.0,0.0,0.0,Group 2,B,1059447.8791085,1823185.176549,C,0.0,0.0,0.0
17278581,222.76842506952377,223.55076762468406,226.23480645077484,210.5914526501223,0.0,0.14,0.0,Group 2,B,1059236.6301085,1823232.330549,C,0.0,0.0,0.14
90039618,216.92957514063875,218.9620840051614,223.95872352175545,436.10191885661135,0.0,0.16,0.0,Group 2,B,1059308.2531085,1823090.5965490001,B,0.0,0.16,0.0
C691491,215.87000625065963,218.63304644649787,223.39314399454597,434.72971939301294,0.23,0.0,0.0,Group 2,A,1059288.5001085,1823022.159549,C,0.0,0.0,0.23
6499458,223.33759632509086,227.5707603711888,223.75018740584133,515.8671289434919,0.0,0.56,0.0,Group 2,B,1059555.7351085,1822889.813549,A,0.56,0.0,0.0
17900800,222.8516815270636,227.5707603711888,223.75018740584133,557.3910917611789,0.08,0.0,0.0,Group 2,A,1059519.4101085,1822871.932549,A,0.08,0.0,0.0
5900535513,224.2109878525936,227.86667163985769,228.48575462878324,207.32483333319564,0.0,0.0,0.13,Group 1,C,1058746.9071085,1823436.5015490002,C,0.0,0.0,0.13
20924290,227.99674241166613,229.25541523529887,229.2912796557941,62.05310633091725,0.0,0.0,0.18,Group 1,C,1058876.1361085,1823376.419549,B,0.0,0.18,0.0
5800300280,228.9147008668883,228.06134895351795,227.28380476818282,82.17449597615243,0.0,0.5,0.0,Group 1,B,1059024.4501085,1823361.407549,B,0.0,0.5,0.0
C616861,227.1747285673959,224.55031232043737,221.5074246001006,476.70666001276373,0.0,0.0,0.18,Group 1,C,1058866.6131085,1823463.1535490002,A,0.18,0.0,0.0
