Peano Meter,Final Voltage A (V),Final Voltage B (V),Final Voltage C (V),Distance to Transformer (m),Load A (kW),Load B (kW),Load C (kW),Group,Phases,Meter X,Meter Y,New Phase,New Load A,New Load B,New Load C
5900987784,229.87631673160794,229.91647166783127,229.95350305965354,7.824257223834014,0.03,0.0,0.0,Group 1,A,1101082.2821085,1650857.980549,C,0.0,0.0,0.03
21376072,228.68539534271451,228.26824751353053,229.25268854752593,41.342855414352705,0.0,0.25,0.0,Group 1,B,1101110.3421085,1650859.220549,B,0.0,0.25,0.0
21375120,227.40659212183644,226.55188581563118,228.45322103934777,85.57384876636817,0.0,0.02,0.0,Group 1,B,1101173.7221085,1650866.891549,B,0.0,0.02,0.0
21955130,227.40659212183644,226.55188581563118,228.45322103934777,85.57384876636817,0.0,0.21,0.0,Group 1,B,1101169.5521085,1650866.8635490001,C,0.0,0.0,0.21
6000947561,223.79710543336859,222.0619100340448,226.05448880461907,244.36617677572187,0.31,0.0,0.0,Group 1,A,1101284.9991085,1650823.9575490002,B,0.0,0.31,0.0
6300333467,223.33250975998288,221.99741253678638,225.7815684627253,293.91218357341046,0.11,0.0,0.0,Group 1,A,1101301.0661085,1650798.6605490001,A,0.11,0.0,0.0
B597179,223.22837092829116,221.99741253678638,225.7815684627253,319.93314675701043,0.0,0.0,0.0,Group 1,A,1101321.8801085,1650795.283549,A,0.0,0.0,0.0
5901166820,223.40633529188622,217.7209091061508,225.93291985789426,349.83049087630724,0.0,0.27,0.0,Group 1,B,1101438.9401085,1650860.854549,B,0.0,0.27,0.0
6001296715,223.40633529188622,217.7209091061508,225.93291985789426,349.83049087630724,0.0,0.23,0.0,Group 1,B,1101434.9471085,1650864.996549,B,0.0,0.23,0.0
5900987782,223.40633529188622,217.7209091061508,225.93291985789426,349.83049087630724,0.0,0.08,0.0,Group 1,B,1101420.0591085,1650861.414549,B,0.0,0.08,0.0
24498122,228.09596751012344,229.41386851237968,229.0936941495531,76.75131902428355,0.0,0.0,0.0,Group 1,A,1101090.3441085,1650925.766549,C,0.0,0.0,0.0
5700823791,227.74864681884873,228.78919149334143,229.07349944211072,224.01675614851993,0.0,0.12,0.0,Group 1,B,1100866.9061085,1650867.4545490001,B,0.0,0.12,0.0
5800029747,220.0355608678684,226.36399847694284,226.2178396214896,291.0370253210791,0.0,0.14,0.0,Group 1,B,1101133.6511085,1650623.6705490001,C,0.0,0.0,0.14
5700011609,225.33873927417085,226.42399885968297,226.09640993973943,106.87838877792817,0.0,0.0,1.41,Group 2,C,1101011.2041085,1650651.6705490001,C,0.0,0.0,1.41
6100336420,222.8739136852875,215.92435092386776,225.68805723909355,535.9280558377799,0.0,0.13,0.0,Group 1,B,1101387.5391085,1650796.274549,C,0.0,0.0,0.13
22041599,225.41908469655695,223.8282741494477,227.15278913386732,160.82277286815068,0.0,0.0,0.14,Group 1,C,1101242.6241085,1650864.493549,B,0.0,0.14,0.0
5600435528,223.1566112659204,215.13544482187552,225.65885332680637,495.1589549803606,0.0,0.18,0.0,Group 1,B,1101576.0861085,1650842.850549,B,0.0,0.18,0.0
C152488,227.55398627106908,229.34820280460892,228.8533571527244,173.55007995417648,0.13,0.0,0.0,Group 1,A,1101028.6551085,1650983.2655490001,A,0.13,0.0,0.0
6200500097,227.53986941195961,229.30895725510834,228.7097198015628,121.41240468991931,0.18,0.0,0.0,Group 1,A,1101025.4361085,1650924.649549,A,0.18,0.0,0.0
5600149510,221.5170470494171,223.6060475014097,225.33350536637084,212.87102377610464,0.0,0.3,0.0,Group 2,B,1100906.0781085,1650666.961549,B,0.0,0.3,0.0
6400357551,228.05917600395412,229.38777729402446,229.08592450012947,91.64844025288355,0.19,0.0,0.0,Group 1,A,1101109.7151085,1650926.503549,A,0.19,0.0,0.0
