splitting_index,Edge,Edge_Diff,N1_X,N1_Y,N2_X,N2_Y,Load_G1,Load_G2
74,"(180, 257)",85.02000000000001,1100938.2021085,1650645.936549,1100934.4291085,1650606.5155490001,106.82000000000001,21.8
75,"(257, 249)",85.02000000000001,1100934.4291085,1650606.5155490001,1100934.0611085,1650603.989549,106.82000000000001,21.8
76,"(21, 46)",86.96000000000001,1101167.5641085,1650858.730549,1101197.2701085,1650858.550549,107.79,20.830000000000002
77,"(110, 146)",87.20000000000002,1101020.2681085,1650644.664549,1101018.0741085,1650645.023549,107.91000000000001,20.709999999999997
78,"(146, 137)",87.20000000000002,1101018.0741085,1650645.023549,1101015.5531085,1650645.419549,107.91000000000001,20.709999999999997
79,"(46, 47)",87.34,1101197.2701085,1650858.550549,1101203.4571085,1650858.782549,107.98,20.64
80,"(47, 48)",87.34,1101203.4571085,1650858.782549,1101205.5651085,1650858.8865490002,107.98,20.64
81,"(48, 78)",88.94,1101205.5651085,1650858.8865490002,1101242.7801085,1650860.263549,108.78,19.84
82,"(78, 79)",89.22,1101242.7801085,1650860.263549,1101250.5741085,1650860.551549,108.92,19.7
83,"(79, 80)",89.22,1101250.5741085,1650860.551549,1101253.8051085,1650860.742549,108.92,19.7
84,"(249, 238)",90.16,1100934.0611085,1650603.989549,1100930.2211085,1650577.720549,109.39,19.230000000000004
85,"(238, 237)",90.44,1100930.2211085,1650577.720549,1100929.2801085,1650571.330549,109.53,19.090000000000003
86,"(80, 54)",90.78,1101253.8051085,1650860.742549,1101289.1941085,1650862.831549,109.7,18.919999999999998
87,"(137, 136)",90.82,1101015.5531085,1650645.419549,1100988.9671085,1650649.583549,109.72,18.9
88,"(136, 135)",90.82,1100988.9671085,1650649.583549,1100986.1211085,1650649.874549,109.72,18.9
89,"(237, 236)",91.94,1100929.2801085,1650571.330549,1100928.8911085,1650568.6875490001,110.28,18.340000000000003
90,"(135, 104)",92.22,1100986.1211085,1650649.874549,1100948.1581085,1650653.763549,110.42,18.2
91,"(104, 103)",92.88,1100948.1581085,1650653.763549,1100945.0801085,1650654.225549,110.75,17.87
92,"(236, 481)",94.53999999999999,1100928.8911085,1650568.6875490001,1100925.7561085,1650543.174549,111.58,17.040000000000003
93,"(481, 480)",95.78,1100925.7561085,1650543.174549,1100925.4181085,1650540.4235490002,112.2,16.42
94,"(480, 435)",95.78,1100925.4181085,1650540.4235490002,1100925.3341085,1650540.016549,112.2,16.42
95,"(435, 434)",95.78,1100925.3341085,1650540.016549,1100923.4051085,1650530.695549,112.2,16.42
96,"(434, 433)",95.78,1100923.4051085,1650530.695549,1100923.5111085,1650530.659549,112.2,16.42
97,"(433, 432)",95.78,1100923.5111085,1650530.659549,1100923.6091085,1650530.618549,112.2,16.42
98,"(432, 431)",95.78,1100923.6091085,1650530.618549,1100923.7001085,1650530.5725490001,112.2,16.42
99,"(431, 430)",95.78,1100923.7001085,1650530.5725490001,1100923.7421085,1650530.546549,112.2,16.42
100,"(430, 429)",95.78,1100923.7421085,1650530.546549,1100923.7831085,1650530.5215490002,112.2,16.42
101,"(429, 428)",95.78,1100923.7831085,1650530.5215490002,1100923.8211085,1650530.493549,112.2,16.42
102,"(428, 427)",95.78,1100923.8211085,1650530.493549,1100923.8581085,1650530.4645490001,112.2,16.42
103,"(427, 426)",95.78,1100923.8581085,1650530.4645490001,1100923.8931085,1650530.434549,112.2,16.42
104,"(426, 425)",95.78,1100923.8931085,1650530.434549,1100923.9561085,1650530.370549,112.2,16.42
105,"(425, 424)",95.78,1100923.9561085,1650530.370549,1100924.0131085,1650530.3025490001,112.2,16.42
106,"(424, 423)",95.78,1100924.0131085,1650530.3025490001,1100924.0381085,1650530.2655490001,112.2,16.42
107,"(423, 422)",95.78,1100924.0381085,1650530.2655490001,1100924.0821085,1650530.188549,112.2,16.42
108,"(422, 421)",95.78,1100924.0821085,1650530.188549,1100924.1021085,1650530.1465490002,112.2,16.42
109,"(421, 420)",95.78,1100924.1021085,1650530.1465490002,1100924.1211085,1650530.100549,112.2,16.42
110,"(420, 419)",95.78,1100924.1211085,1650530.100549,1100924.1371084999,1650530.0525490001,112.2,16.42
111,"(419, 418)",95.78,1100924.1371084999,1650530.0525490001,1100924.1521085,1650530.003549,112.2,16.42
112,"(418, 417)",95.78,1100924.1521085,1650530.003549,1100924.1651085,1650529.953549,112.2,16.42
113,"(417, 416)",95.78,1100924.1651085,1650529.953549,1100924.1761085,1650529.902549,112.2,16.42
114,"(416, 415)",95.78,1100924.1761085,1650529.902549,1100924.1851085,1650529.850549,112.2,16.42
115,"(415, 414)",95.78,1100924.1851085,1650529.850549,1100924.1921085,1650529.7985490002,112.2,16.42
116,"(414, 413)",95.78,1100924.1921085,1650529.7985490002,1100924.1961085,1650529.747549,112.2,16.42
117,"(413, 412)",95.78,1100924.1961085,1650529.747549,1100924.1981085,1650529.698549,112.2,16.42
118,"(412, 411)",95.78,1100924.1981085,1650529.698549,1100924.1971085,1650529.649549,112.2,16.42
119,"(411, 410)",95.78,1100924.1971085,1650529.649549,1100924.1941085,1650529.601549,112.2,16.42
120,"(410, 409)",95.78,1100924.1941085,1650529.601549,1100924.1891085,1650529.556549,112.2,16.42
121,"(409, 408)",95.78,1100924.1891085,1650529.556549,1100924.1671085,1650529.455549,112.2,16.42
122,"(103, 57)",96.5,1100945.0801085,1650654.225549,1100918.8231085,1650658.171549,112.56,16.060000000000002
123,"(57, 56)",96.5,1100918.8231085,1650658.171549,1100913.4951085,1650658.759549,112.56,16.060000000000002
124,"(56, 115)",96.72,1100913.4951085,1650658.759549,1100910.4781085,1650659.0925490002,112.67,15.950000000000001
125,"(115, 36)",98.38,1100910.4781085,1650659.0925490002,1100873.3771085,1650663.186549,113.5,15.120000000000001
126,"(41, 40)",101.4,1101055.6921085,1650637.500549,1101086.5011085,1650629.380549,115.01,13.610000000000003
127,"(40, 157)",102.06,1101086.5011085,1650629.380549,1101087.9901085,1650628.9885490001,115.34,13.280000000000003
128,"(157, 133)",102.06,1101087.9901085,1650628.9885490001,1101125.3041085,1650619.033549,115.34,13.280000000000003
129,"(38, 543)",104.08000000000001,1101082.1281085,1650854.2175490002,1101083.5491085,1650872.627549,116.35000000000001,12.270000000000001
130,"(543, 153)",104.08000000000001,1101083.5491085,1650872.627549,1101085.1981085,1650893.982549,116.35000000000001,12.270000000000001
131,"(133, 132)",104.18,1101125.3041085,1650619.033549,1101167.3301085,1650608.850549,116.4,12.220000000000002
132,"(132, 130)",104.18,1101167.3301085,1650608.850549,1101210.3431085,1650599.806549,116.4,12.220000000000002
133,"(130, 118)",104.18,1101210.3431085,1650599.806549,1101214.7601085,1650598.740549,116.4,12.220000000000002
134,"(118, 3)",104.18,1101214.7601085,1650598.740549,1101240.1391085,1650592.614549,116.4,12.220000000000002
135,"(3, 2)",104.18,1101240.1391085,1650592.614549,1101241.3171085,1650592.330549,116.4,12.220000000000002
136,"(153, 152)",104.72,1101085.1981085,1650893.982549,1101085.4101085,1650898.2145490001,116.67,11.950000000000001
137,"(152, 33)",104.72,1101085.4101085,1650898.2145490001,1101086.8861085,1650921.3155490002,116.67,11.950000000000001
138,"(36, 35)",105.30000000000001,1100873.3771085,1650663.186549,1100866.8831085,1650663.877549,116.96000000000001,11.660000000000002
139,"(35, 34)",105.30000000000001,1100866.8831085,1650663.877549,1100864.0281085,1650664.181549,116.96000000000001,11.660000000000002
140,"(54, 544)",105.66,1101289.1941085,1650862.831549,1101295.4991085,1650862.956549,117.14,11.479999999999999
141,"(544, 49)",105.66,1101295.4991085,1650862.956549,1101297.9821085,1650862.973549,117.14,11.479999999999999
142,"(2, 122)",105.96000000000001,1101241.3171085,1650592.330549,1101243.6971085,1650591.7915490002,117.29,11.330000000000002
143,"(122, 171)",105.96000000000001,1101243.6971085,1650591.7915490002,1101244.8151085,1650591.529549,117.29,11.330000000000002
144,"(49, 50)",106.58000000000001,1101297.9821085,1650862.973549,1101342.3051085,1650863.8665490001,117.60000000000001,11.02
145,"(248, 546)",106.72,1100920.0381085,1650659.357549,1100913.0481085,1650660.144549,117.67,10.95
146,"(546, 547)",106.72,1100913.0481085,1650660.144549,1100875.9471085,1650664.323549,117.67,10.95
147,"(547, 247)",106.72,1100875.9471085,1650664.323549,1100873.5131085,1650664.564549,117.67,10.95
148,"(171, 161)",108.0,1101244.8151085,1650591.529549,1101280.4841085,1650583.1805490002,118.31,10.310000000000002
149,"(408, 482)",108.06,1100924.1671085,1650529.455549,1100915.5841085,1650530.3425490002,118.34,10.280000000000001
150,"(50, 75)",108.30000000000001,1101342.3051085,1650863.8665490001,1101344.6161085,1650863.924549,118.46000000000001,10.16
151,"(75, 51)",108.32,1101344.6161085,1650863.924549,1101384.6641085,1650860.1565490002,118.47,10.15
152,"(34, 144)",108.58000000000001,1100864.0281085,1650664.181549,1100827.1851085,1650668.101549,118.60000000000001,10.02
153,"(144, 143)",108.58000000000001,1100827.1851085,1650668.101549,1100823.5981085,1650668.497549,118.60000000000001,10.02
154,"(482, 519)",109.32,1100915.5841085,1650530.3425490002,1100881.7411085,1650534.452549,118.97,9.65
155,"(519, 518)",109.32,1100881.7411085,1650534.452549,1100875.9691085,1650535.1535490002,118.97,9.65
156,"(518, 517)",109.32,1100875.9691085,1650535.1535490002,1100873.6151085,1650535.284549,118.97,9.65
157,"(51, 52)",109.62,1101384.6641085,1650860.1565490002,1101387.3691085,1650859.901549,119.12,9.5
158,"(52, 53)",109.62,1101387.3691085,1650859.901549,1101431.4171085,1650856.9575490002,119.12,9.5
159,"(161, 162)",110.03999999999999,1101280.4841085,1650583.1805490002,1101286.1541085,1650581.8965490002,119.33,9.290000000000003
160,"(162, 163)",110.03999999999999,1101286.1541085,1650581.8965490002,1101320.2421085,1650575.6135490001,119.33,9.290000000000003
161,"(143, 142)",110.52000000000001,1100823.5981085,1650668.497549,1100797.1621085,1650671.4175490001,119.57000000000001,9.049999999999999
162,"(142, 59)",110.52000000000001,1100797.1621085,1650671.4175490001,1100783.9571085,1650671.601549,119.57000000000001,9.049999999999999
163,"(59, 58)",111.04000000000002,1100783.9571085,1650671.601549,1100776.3871084999,1650671.706549,119.83000000000001,8.79
164,"(517, 407)",111.12,1100873.6151085,1650535.284549,1100854.0831085,1650536.3695490002,119.87,8.75
165,"(53, 359)",111.12,1101431.4171085,1650856.9575490002,1101476.1311085,1650852.750549,119.87,8.75
166,"(38, 97)",111.52000000000001,1101082.1281085,1650854.2175490002,1101076.8371085,1650853.7585490001,120.07000000000001,8.549999999999999
167,"(97, 96)",111.52000000000001,1101076.8371085,1650853.7585490001,1101074.3331085,1650853.5415490002,120.07000000000001,8.549999999999999
168,"(96, 117)",112.12,1101074.3331085,1650853.5415490002,1101035.4061085,1650850.165549,120.37,8.25
169,"(33, 32)",112.52000000000001,1101086.8861085,1650921.3155490002,1101077.4061085,1650921.536549,120.57000000000001,8.05
170,"(407, 507)",113.36000000000001,1100854.0831085,1650536.3695490002,1100847.0431085,1650537.3795490002,120.99000000000001,7.63
171,"(507, 506)",113.36000000000001,1100847.0431085,1650537.3795490002,1100844.3851085,1650537.760549,120.99000000000001,7.63
172,"(117, 116)",113.44,1101035.4061085,1650850.165549,1101032.6201085,1650849.9235490002,121.03,7.589999999999999
173,"(116, 18)",113.44,1101032.6201085,1650849.9235490002,1100995.2321085,1650848.4845490002,121.03,7.589999999999999
174,"(506, 536)",113.88,1100844.3851085,1650537.760549,1100805.0641085,1650543.397549,121.25,7.37
175,"(536, 535)",113.88,1100805.0641085,1650543.397549,1100802.5141085,1650543.713549,121.25,7.37
176,"(163, 166)",114.46000000000001,1101320.2421085,1650575.6135490001,1101322.5261085,1650575.186549,121.54,7.08
177,"(166, 164)",114.46000000000001,1101322.5261085,1650575.186549,1101329.6451085,1650573.364549,121.54,7.08
178,"(54, 55)",114.80000000000001,1101289.1941085,1650862.831549,1101282.9661085,1650833.739549,121.71000000000001,6.909999999999999
179,"(55, 120)",115.1,1101282.9661085,1650833.739549,1101282.1581085,1650829.965549,121.86,6.76
180,"(120, 121)",115.1,1101282.1581085,1650829.965549,1101281.5841085,1650826.567549,121.86,6.76
181,"(32, 27)",115.72,1101077.4061085,1650921.536549,1101049.4531085,1650921.7815490002,122.17,6.45
182,"(535, 527)",115.82,1100802.5141085,1650543.713549,1100766.2311085,1650551.4775490002,122.22,6.3999999999999995
183,"(121, 9)",115.96000000000001,1101281.5841085,1650826.567549,1101276.8491085,1650798.5425490001,122.29,6.33
184,"(527, 526)",116.02000000000001,1100766.2311085,1650551.4775490002,1100763.9701085,1650551.961549,122.32000000000001,6.3
185,"(526, 488)",116.02000000000001,1100763.9701085,1650551.961549,1100760.2761085,1650552.287549,122.32000000000001,6.3
186,"(247, 307)",116.16,1100873.5131085,1650664.564549,1100837.3401085,1650668.1405490001,122.39,6.229999999999999
187,"(307, 308)",116.16,1100837.3401085,1650668.1405490001,1100797.0601085,1650672.767549,122.39,6.229999999999999
188,"(308, 366)",116.16,1100797.0601085,1650672.767549,1100798.0091085,1650674.895549,122.39,6.229999999999999
189,"(366, 332)",116.16,1100798.0091085,1650674.895549,1100805.2701085,1650704.7005490002,122.39,6.229999999999999
190,"(488, 386)",117.03999999999999,1100760.2761085,1650552.287549,1100756.9551085,1650552.702549,122.83,5.79
191,"(27, 123)",117.36000000000001,1101049.4531085,1650921.7815490002,1101035.6071085,1650921.7985490002,122.99000000000001,5.63
192,"(123, 124)",117.36000000000001,1101035.6071085,1650921.7985490002,1101032.7461085,1650921.801549,122.99000000000001,5.63
193,"(359, 372)",117.58000000000001,1101476.1311085,1650852.750549,1101483.2421085,1650851.868549,123.10000000000001,5.52
194,"(372, 373)",118.24000000000001,1101483.2421085,1650851.868549,1101520.7021085,1650846.3185490002,123.43,5.1899999999999995
195,"(58, 105)",118.25999999999999,1100776.3871084999,1650671.706549,1100775.1721085,1650664.309549,123.44,5.18
196,"(9, 10)",118.48000000000002,1101276.8491085,1650798.5425490001,1101275.2811085,1650787.811549,123.55000000000001,5.07
197,"(10, 11)",118.48000000000002,1101275.2811085,1650787.811549,1101274.5561085,1650784.2545490002,123.55000000000001,5.07
198,"(332, 331)",118.74000000000001,1100805.2701085,1650704.7005490002,1100805.6251085,1650706.975549,123.68,4.9399999999999995
199,"(331, 330)",118.74000000000001,1100805.6251085,1650706.975549,1100807.5051085,1650720.361549,123.68,4.9399999999999995
200,"(330, 329)",118.74000000000001,1100807.5051085,1650720.361549,1100807.7971085,1650722.431549,123.68,4.9399999999999995
201,"(164, 165)",118.78,1101329.6451085,1650573.364549,1101333.1561085,1650586.566549,123.7,4.92
202,"(165, 169)",118.80000000000001,1101333.1561085,1650586.566549,1101335.0621085,1650593.730549,123.71000000000001,4.91
203,"(169, 170)",118.80000000000001,1101335.0621085,1650593.730549,1101335.0621085,1650593.888549,123.71000000000001,4.91
204,"(373, 374)",118.9,1101520.7021085,1650846.3185490002,1101522.6311085,1650846.033549,123.76,4.86
205,"(374, 306)",118.9,1101522.6311085,1650846.033549,1101528.4411085,1650845.172549,123.76,4.86
206,"(105, 523)",119.02000000000001,1100775.1721085,1650664.309549,1100771.0031085,1650638.909549,123.82000000000001,4.8
207,"(408, 403)",119.1,1100924.1671085,1650529.455549,1100953.9341085,1650526.604549,123.86,4.76
208,"(247, 243)",119.18,1100873.5131085,1650664.564549,1100873.6051085,1650665.0655490002,123.9,4.72
209,"(243, 241)",119.18,1100873.6051085,1650665.0655490002,1100878.7971085,1650707.897549,123.9,4.72
210,"(69, 156)",119.38,1101022.7101085,1650644.2645490002,1101024.3051085,1650642.2885490002,124.0,4.619999999999999
211,"(156, 138)",119.38,1101024.3051085,1650642.2885490002,1101046.8601085,1650637.4305490002,124.0,4.619999999999999
212,"(18, 17)",119.53999999999999,1100995.2321085,1650848.4845490002,1100992.4781085,1650848.378549,124.08,4.54
213,"(17, 16)",119.53999999999999,1100992.4781085,1650848.378549,1100959.8621085,1650845.284549,124.08,4.54
214,"(174, 256)",119.56,1100944.1661085,1650680.5255490001,1100944.8631085,1650684.844549,124.09,4.529999999999999
215,"(329, 364)",119.62,1100807.7971085,1650722.431549,1100810.2161085,1650740.786549,124.12,4.5
216,"(364, 355)",119.62,1100810.2161085,1650740.786549,1100810.5881085,1650742.990549,124.12,4.5
217,"(124, 289)",119.66,1101032.7461085,1650921.801549,1100999.7461085,1650921.936549,124.14,4.48
218,"(138, 12)",120.08000000000001,1101046.8601085,1650637.4305490002,1101055.0081085,1650635.676549,124.35000000000001,4.27
219,"(12, 42)",120.08000000000001,1101055.0081085,1650635.676549,1101052.7311085,1650606.7175490002,124.35000000000001,4.27
220,"(11, 98)",120.22,1101274.5561085,1650784.2545490002,1101267.4081085,1650749.191549,124.42,4.200000000000001
221,"(98, 99)",120.22,1101267.4081085,1650749.191549,1101266.8681085,1650746.202549,124.42,4.200000000000001
222,"(16, 134)",120.28,1100959.8621085,1650845.284549,1100956.9761085,1650845.120549,124.45,4.17
223,"(134, 64)",120.28,1100956.9761085,1650845.120549,1100954.3541085,1650845.8155490002,124.45,4.17
224,"(64, 63)",120.28,1100954.3541085,1650845.8155490002,1100928.5031085,1650852.6705490001,124.45,4.17
225,"(63, 127)",120.28,1100928.5031085,1650852.6705490001,1100924.7491085,1650853.094549,124.45,4.17
226,"(523, 524)",120.34,1100771.0031085,1650638.909549,1100770.4951085,1650635.7655490001,124.48,4.14
227,"(524, 520)",120.34,1100770.4951085,1650635.7655490001,1100761.4671085,1650592.603549,124.48,4.14
228,"(256, 253)",120.58000000000001,1100944.8631085,1650684.844549,1100945.3261085,1650687.7175490002,124.60000000000001,4.02
229,"(289, 290)",120.68,1100999.7461085,1650921.936549,1100993.6461085,1650921.907549,124.65,3.9700000000000006
230,"(33, 119)",120.82,1101086.8861085,1650921.3155490002,1101111.2201085,1650922.807549,124.72,3.9000000000000004
231,"(99, 321)",120.92000000000002,1101266.8681085,1650746.202549,1101262.3021085,1650716.023549,124.77000000000001,3.8500000000000005
232,"(241, 242)",120.94,1100878.7971085,1650707.897549,1100884.0381085,1650739.976549,124.78,3.8399999999999994
233,"(253, 254)",121.24000000000001,1100945.3261085,1650687.7175490002,1100948.2071085,1650716.965549,124.93,3.69
234,"(254, 255)",121.24000000000001,1100948.2071085,1650716.965549,1100948.8311085,1650720.415549,124.93,3.69
235,"(520, 516)",121.34,1100761.4671085,1650592.603549,1100759.6591085,1650583.992549,124.98,3.64
236,"(58, 62)",121.4,1100776.3871084999,1650671.706549,1100747.1131085,1650670.6705490001,125.01,3.6100000000000003
237,"(290, 317)",121.42000000000002,1100993.6461085,1650921.907549,1100991.0691085,1650921.794549,125.02000000000001,3.6000000000000005
238,"(317, 318)",121.42000000000002,1100991.0691085,1650921.794549,1100943.9091085,1650919.735549,125.02000000000001,3.6000000000000005
239,"(386, 387)",121.48000000000002,1100756.9551085,1650552.702549,1100727.7091085,1650554.5895490001,125.05000000000001,3.5700000000000003
240,"(36, 93)",121.70000000000002,1100873.3771085,1650663.186549,1100866.3371085,1650625.5655490002,125.16000000000001,3.46
