splitting_index,Edge,Edge_Diff,N1_X,N1_Y,N2_X,N2_Y,Load_G1,Load_G2
42,"(83, 119)",63.95999999999998,1129495.3611085,1699183.2415490001,1129509.7931085,1699158.0115490002,81.21999999999998,17.26
43,"(15, 93)",64.67999999999998,1129917.2131085,1699356.827549,1129921.2901085,1699395.4165490002,81.57999999999998,16.9
44,"(51, 50)",65.97999999999999,1129804.1661085,1699162.993549,1129792.4751085,1699135.7145490001,82.22999999999999,16.25
45,"(50, 111)",68.07999999999998,1129792.4751085,1699135.7145490001,1129791.6191085,1699133.7175490002,83.27999999999999,15.2
46,"(111, 125)",68.07999999999998,1129791.6191085,1699133.7175490002,1129788.9891085,1699127.0015490002,83.27999999999999,15.2
47,"(125, 126)",68.07999999999998,1129788.9891085,1699127.0015490002,1129778.1251085,1699099.2545490002,83.27999999999999,15.2
48,"(126, 86)",69.1,1129778.1251085,1699099.2545490002,1129776.3361085,1699095.6775490001,83.78999999999999,14.69
49,"(86, 87)",69.1,1129776.3361085,1699095.6775490001,1129764.1731085,1699091.742549,83.78999999999999,14.69
50,"(119, 41)",69.78,1129509.7931085,1699158.0115490002,1129508.0541085,1699147.1235490001,84.13,14.350000000000001
51,"(100, 22)",70.55999999999997,1129616.0171085,1699269.554549,1129615.5451085,1699285.5145490002,84.51999999999998,13.96
52,"(87, 88)",70.67999999999998,1129764.1731085,1699091.742549,1129762.0551085,1699091.2815490002,84.57999999999998,13.9
53,"(88, 106)",70.67999999999998,1129762.0551085,1699091.2815490002,1129760.0591085,1699090.847549,84.57999999999998,13.9
54,"(106, 91)",70.67999999999998,1129760.0591085,1699090.847549,1129752.6851085,1699091.235549,84.57999999999998,13.9
55,"(41, 40)",71.05999999999997,1129508.0541085,1699147.1235490001,1129507.7971085,1699145.520549,84.76999999999998,13.71
56,"(40, 39)",71.05999999999997,1129507.7971085,1699145.520549,1129506.0511085,1699141.783549,84.76999999999998,13.71
57,"(91, 99)",71.73999999999998,1129752.6851085,1699091.235549,1129746.4641085,1699091.563549,85.10999999999999,13.370000000000001
58,"(99, 34)",71.73999999999998,1129746.4641085,1699091.563549,1129744.4971085,1699092.6365490002,85.10999999999999,13.370000000000001
59,"(22, 21)",72.13999999999999,1129615.5451085,1699285.5145490002,1129614.8441085,1699309.2445490002,85.30999999999999,13.17
60,"(21, 20)",72.13999999999999,1129614.8441085,1699309.2445490002,1129614.9291085,1699310.6435490001,85.30999999999999,13.17
61,"(20, 73)",74.35999999999999,1129614.9291085,1699310.6435490001,1129616.0611085,1699329.429549,86.41999999999999,12.06
62,"(39, 46)",75.16,1129506.0511085,1699141.783549,1129494.0901085,1699116.188549,86.82,11.66
63,"(34, 35)",77.16,1129744.4971085,1699092.6365490002,1129724.2841085,1699124.833549,87.82,10.66
64,"(46, 45)",78.23999999999998,1129494.0901085,1699116.188549,1129493.6101085,1699115.1605490001,88.35999999999999,10.12
65,"(73, 108)",80.05999999999997,1129616.0611085,1699329.429549,1129617.2241085,1699348.696549,89.26999999999998,9.21
66,"(108, 107)",80.05999999999997,1129617.2241085,1699348.696549,1129618.4451085,1699368.959549,89.26999999999998,9.21
67,"(107, 61)",80.05999999999997,1129618.4451085,1699368.959549,1129618.5351085,1699370.4575490002,89.26999999999998,9.21
68,"(45, 44)",80.91999999999999,1129493.6101085,1699115.1605490001,1129490.7221085,1699079.5145490002,89.69999999999999,8.78
69,"(93, 49)",83.75999999999999,1129921.2901085,1699395.4165490002,1129921.7041085,1699397.2345490002,91.11999999999999,7.359999999999999
70,"(61, 60)",84.05999999999997,1129618.5351085,1699370.4575490002,1129619.6411085,1699388.763549,91.26999999999998,7.210000000000001
71,"(60, 2)",84.05999999999997,1129619.6411085,1699388.763549,1129619.7361085,1699390.343549,91.26999999999998,7.210000000000001
72,"(44, 19)",84.67999999999998,1129490.7221085,1699079.5145490002,1129490.0901085,1699071.7105490002,91.57999999999998,6.8999999999999995
73,"(19, 18)",87.94,1129490.0901085,1699071.7105490002,1129490.0121084999,1699070.752549,93.21,5.27
74,"(49, 30)",89.72,1129921.7041085,1699397.2345490002,1129923.5861085,1699429.027549,94.1,4.38
75,"(18, 117)",89.84,1129490.0121084999,1699070.752549,1129489.1111085,1699062.617549,94.16,4.319999999999999
76,"(30, 29)",90.39999999999998,1129923.5861085,1699429.027549,1129923.6871085,1699430.729549,94.43999999999998,4.04
77,"(29, 28)",90.39999999999998,1129923.6871085,1699430.729549,1129923.4881085,1699467.442549,94.43999999999998,4.04
78,"(13, 23)",91.06,1129920.4131085,1699335.838549,1129963.0701085,1699332.100549,94.77,3.71
79,"(2, 1)",91.28,1129619.7361085,1699390.343549,1129620.9021085,1699409.645549,94.88,3.6000000000000005
80,"(1, 0)",91.28,1129620.9021085,1699409.645549,1129620.9841085,1699411.0015490002,94.88,3.6000000000000005
81,"(117, 118)",91.35999999999999,1129489.1111085,1699062.617549,1129503.1191085,1699061.6835490002,94.91999999999999,3.5599999999999996
82,"(83, 26)",92.16,1129495.3611085,1699183.2415490001,1129492.3001085,1699180.914549,95.32,3.16
83,"(26, 25)",92.16,1129492.3001085,1699180.914549,1129491.0661085,1699179.975549,95.32,3.16
84,"(25, 24)",92.16,1129491.0661085,1699179.975549,1129478.4281085,1699171.556549,95.32,3.16
85,"(49, 48)",92.78,1129921.7041085,1699397.2345490002,1129925.2811085,1699397.9105490001,95.63,2.8499999999999996
86,"(48, 105)",93.03999999999999,1129925.2811085,1699397.9105490001,1129931.2071085,1699399.0255490001,95.75999999999999,2.7199999999999998
87,"(118, 123)",94.29999999999998,1129503.1191085,1699061.6835490002,1129505.2981085,1699077.4035490002,96.38999999999999,2.09
88,"(123, 124)",94.29999999999998,1129505.2981085,1699077.4035490002,1129506.6731085,1699087.794549,96.38999999999999,2.09
89,"(12, 16)",94.47999999999999,1129593.5761085,1699254.027549,1129593.5921085,1699238.280549,96.47999999999999,2.0
90,"(16, 17)",94.47999999999999,1129593.5921085,1699238.280549,1129594.1451085,1699220.7925490001,96.47999999999999,2.0
91,"(0, 43)",94.5,1129620.9841085,1699411.0015490002,1129622.0911085,1699429.4845490002,96.49,1.9900000000000002
92,"(43, 127)",94.5,1129622.0911085,1699429.4845490002,1129622.3121085,1699431.718549,96.49,1.9900000000000002
93,"(127, 130)",95.16,1129622.3121085,1699431.718549,1129623.9501085,1699446.446549,96.82,1.6600000000000001
94,"(130, 129)",95.16,1129623.9501085,1699446.446549,1129625.4181085,1699459.648549,96.82,1.6600000000000001
95,"(17, 94)",95.28,1129594.1451085,1699220.7925490001,1129594.7021085,1699203.178549,96.88,1.6
96,"(94, 95)",95.28,1129594.7021085,1699203.178549,1129595.5731085,1699188.520549,96.88,1.6
97,"(95, 96)",95.28,1129595.5731085,1699188.520549,1129612.2211085,1699185.033549,96.88,1.6
98,"(96, 97)",95.28,1129612.2211085,1699185.033549,1129613.1431085,1699184.854549,96.88,1.6
99,"(97, 139)",95.28,1129613.1431085,1699184.854549,1129649.0591085,1699177.8905490001,96.88,1.6
100,"(24, 9)",95.44,1129478.4281085,1699171.556549,1129438.8511085,1699144.1875490001,96.96,1.52
101,"(9, 10)",95.44,1129438.8511085,1699144.1875490001,1129415.3101085,1699129.343549,96.96,1.52
102,"(10, 70)",95.44,1129415.3101085,1699129.343549,1129404.9201085,1699143.7385490001,96.96,1.52
103,"(105, 104)",95.45999999999998,1129931.2071085,1699399.0255490001,1129933.7601085,1699399.506549,96.96999999999998,1.51
104,"(104, 75)",95.45999999999998,1129933.7601085,1699399.506549,1129949.6541085,1699404.9875490002,96.96999999999998,1.51
105,"(75, 74)",95.45999999999998,1129949.6541085,1699404.9875490002,1129951.8321085,1699405.347549,96.96999999999998,1.51
106,"(74, 77)",95.45999999999998,1129951.8321085,1699405.347549,1129957.9981085,1699406.7855490001,96.96999999999998,1.51
107,"(77, 76)",95.45999999999998,1129957.9981085,1699406.7855490001,1129959.6671085,1699407.814549,96.96999999999998,1.51
108,"(51, 55)",95.53999999999999,1129804.1661085,1699162.993549,1129755.3601085,1699187.8495490002,97.00999999999999,1.47
109,"(28, 122)",95.89999999999998,1129923.4881085,1699467.442549,1129923.6261085,1699471.2215490001,97.18999999999998,1.29
110,"(129, 128)",96.44,1129625.4181085,1699459.648549,1129669.0321085,1699456.777549,97.46,1.02
111,"(128, 102)",96.44,1129669.0321085,1699456.777549,1129709.2361085,1699454.141549,97.46,1.02
112,"(139, 84)",97.38,1129649.0591085,1699177.8905490001,1129650.3571085,1699177.638549,97.92999999999999,0.55
113,"(84, 85)",97.38,1129650.3571085,1699177.638549,1129651.3961085,1699177.4375490001,97.92999999999999,0.55
114,"(91, 92)",97.41999999999999,1129752.6851085,1699091.235549,1129756.3561085,1699067.468549,97.94999999999999,0.53
115,"(113, 114)",97.56,1129843.2871085,1699205.557549,1129846.4881085,1699201.561549,98.02,0.46
116,"(76, 8)",97.97999999999999,1129959.6671085,1699407.814549,1129983.2311085,1699422.338549,98.22999999999999,0.25
117,"(114, 115)",98.01999999999998,1129846.4881085,1699201.561549,1129846.5541085,1699163.3295490001,98.24999999999999,0.23
118,"(122, 69)",98.23999999999998,1129923.6261085,1699471.2215490001,1129921.4981085,1699511.127549,98.35999999999999,0.12
119,"(8, 7)",98.35999999999999,1129983.2311085,1699422.338549,1129985.1901085,1699423.5455490001,98.41999999999999,0.060000000000000005
120,"(7, 6)",98.35999999999999,1129985.1901085,1699423.5455490001,1130010.3561085,1699434.598549,98.41999999999999,0.060000000000000005
121,"(272, 109)",98.47999999999999,1129835.1201088852,1699334.4975490223,1129835.1201085,1699334.497549,0.0,98.47999999999999
122,"(6, 27)",98.47999999999999,1130010.3561085,1699434.598549,1130012.3251085,1699435.463549,98.47999999999999,0.0
123,"(69, 42)",98.47999999999999,1129921.4981085,1699511.127549,1129921.4071085,1699549.931549,98.47999999999999,0.0
124,"(92, 112)",98.47999999999999,1129756.3561085,1699067.468549,1129761.8891085,1699031.6395490002,98.47999999999999,0.0
125,"(55, 71)",98.47999999999999,1129755.3601085,1699187.8495490002,1129720.5541085,1699205.574549,98.47999999999999,0.0
126,"(71, 72)",98.47999999999999,1129720.5541085,1699205.574549,1129718.7931085,1699206.4715490001,98.47999999999999,0.0
127,"(58, 140)",98.47999999999999,1129748.7101085,1699328.0255490001,1129747.8251085,1699333.914549,98.47999999999999,0.0
128,"(129, 131)",98.47999999999999,1129625.4181085,1699459.648549,1129628.6681085,1699506.1875490001,98.47999999999999,0.0
129,"(102, 101)",98.47999999999999,1129709.2361085,1699454.141549,1129711.0391085,1699454.0285490002,98.47999999999999,0.0
130,"(131, 132)",98.47999999999999,1129628.6681085,1699506.1875490001,1129610.6761085,1699506.1875490001,98.47999999999999,0.0
131,"(132, 133)",98.47999999999999,1129610.6761085,1699506.1875490001,1129586.8641085,1699506.980549,98.47999999999999,0.0
132,"(133, 134)",98.47999999999999,1129586.8641085,1699506.980549,1129538.9741085,1699517.0355490001,98.47999999999999,0.0
133,"(134, 135)",98.47999999999999,1129538.9741085,1699517.0355490001,1129531.0361085,1699519.6805490002,98.47999999999999,0.0
134,"(135, 136)",98.47999999999999,1129531.0361085,1699519.6805490002,1129508.5471085,1699529.205549,98.47999999999999,0.0
135,"(136, 137)",98.47999999999999,1129508.5471085,1699529.205549,1129515.6911085,1699558.0455490001,98.47999999999999,0.0
136,"(137, 138)",98.47999999999999,1129515.6911085,1699558.0455490001,1129528.1261085,1699609.6395490002,98.47999999999999,0.0
137,"(24, 78)",98.47999999999999,1129478.4281085,1699171.556549,1129477.0281085,1699170.624549,98.47999999999999,0.0
138,"(10, 36)",98.47999999999999,1129415.3101085,1699129.343549,1129397.1471085,1699117.891549,98.47999999999999,0.0
139,"(36, 57)",98.47999999999999,1129397.1471085,1699117.891549,1129361.1531085,1699108.3495490002,98.47999999999999,0.0
140,"(36, 98)",98.47999999999999,1129397.1471085,1699117.891549,1129343.3771085,1699103.343549,98.47999999999999,0.0
