splitting_index,Edge,Edge_Diff,N1_X,N1_Y,N2_X,N2_Y,Load_G1,Load_G2
15,"(33, 34)",10.11,1143362.1961085,1656908.289549,1143400.3561085,1656892.382549,15.219999999999999,5.11
16,"(34, 21)",10.509999999999998,1143400.3561085,1656892.382549,1143402.9361085,1656891.414549,15.419999999999998,4.91
17,"(21, 22)",11.61,1143402.9361085,1656891.414549,1143435.9761085,1656878.961549,15.969999999999999,4.36
18,"(22, 0)",13.009999999999998,1143435.9761085,1656878.961549,1143468.5501085,1656866.6835490002,16.669999999999998,3.66
19,"(28, 29)",14.489999999999997,1143628.6781085,1656775.8125490001,1143631.6001085,1656774.556549,17.409999999999997,2.92
20,"(0, 1)",14.75,1143468.5501085,1656866.6835490002,1143470.1161085,1656866.1125490002,17.54,2.79
21,"(1, 2)",14.75,1143470.1161085,1656866.1125490002,1143478.6661085,1656862.992549,17.54,2.79
22,"(2, 3)",14.75,1143478.6661085,1656862.992549,1143480.4231085,1656867.149549,17.54,2.79
23,"(3, 4)",14.75,1143480.4231085,1656867.149549,1143481.6831085,1656870.919549,17.54,2.79
24,"(29, 54)",15.589999999999996,1143631.6001085,1656774.556549,1143660.1131085,1656762.2715490002,17.959999999999997,2.37
25,"(54, 7)",15.589999999999996,1143660.1131085,1656762.2715490002,1143693.6991085,1656747.574549,17.959999999999997,2.37
26,"(7, 8)",16.629999999999995,1143693.6991085,1656747.574549,1143695.6111085,1656747.090549,18.479999999999997,1.85
27,"(8, 9)",16.629999999999995,1143695.6111085,1656747.090549,1143731.0981085,1656738.104549,18.479999999999997,1.85
28,"(9, 10)",16.629999999999995,1143731.0981085,1656738.104549,1143774.2221085,1656722.5355490001,18.479999999999997,1.85
29,"(26, 25)",16.809999999999995,1143367.2531085,1656886.061549,1143361.5111085,1656888.441549,18.569999999999997,1.76
30,"(25, 13)",16.809999999999995,1143361.5111085,1656888.441549,1143359.5611085,1656889.1135490001,18.569999999999997,1.76
31,"(4, 45)",17.67,1143481.6831085,1656870.919549,1143492.4371085,1656902.823549,19.0,1.33
32,"(45, 46)",17.67,1143492.4371085,1656902.823549,1143493.2791085,1656905.145549,19.0,1.33
33,"(13, 12)",18.25,1143359.5611085,1656889.1135490001,1143311.9481085,1656906.0555490002,19.29,1.04
34,"(12, 6)",18.29,1143311.9481085,1656906.0555490002,1143308.8651085,1656907.127549,19.31,1.02
35,"(10, 56)",18.97,1143774.2221085,1656722.5355490001,1143799.3001085,1656714.662549,19.65,0.68
36,"(29, 30)",19.229999999999997,1143631.6001085,1656774.556549,1143643.8871084999,1656791.3935490001,19.779999999999998,0.55
37,"(30, 31)",19.229999999999997,1143643.8871084999,1656791.3935490001,1143646.0721085,1656797.968549,19.779999999999998,0.55
38,"(56, 57)",19.309999999999995,1143799.3001085,1656714.662549,1143802.0491085,1656713.7785490002,19.819999999999997,0.51
39,"(57, 58)",19.309999999999995,1143802.0491085,1656713.7785490002,1143844.1971085,1656700.219549,19.819999999999997,0.51
40,"(58, 16)",19.43,1143844.1971085,1656700.219549,1143846.0931085,1656699.608549,19.88,0.45
41,"(16, 17)",19.43,1143846.0931085,1656699.608549,1143880.6311085,1656688.742549,19.88,0.45
42,"(46, 48)",19.93,1143493.2791085,1656905.145549,1143506.9171085,1656942.7175490002,20.13,0.2
43,"(48, 19)",19.93,1143506.9171085,1656942.7175490002,1143507.8441085,1656944.857549,20.13,0.2
44,"(31, 35)",20.009999999999998,1143646.0721085,1656797.968549,1143658.8181085,1656836.3195490001,20.169999999999998,0.16
45,"(35, 36)",20.009999999999998,1143658.8181085,1656836.3195490001,1143667.4161085,1656862.191549,20.169999999999998,0.16
46,"(36, 37)",20.009999999999998,1143667.4161085,1656862.191549,1143669.7211085,1656872.803549,20.169999999999998,0.16
47,"(37, 38)",20.009999999999998,1143669.7211085,1656872.803549,1143679.3281085,1656912.662549,20.169999999999998,0.16
48,"(38, 39)",20.009999999999998,1143679.3281085,1656912.662549,1143688.9681085,1656950.8125490001,20.169999999999998,0.16
49,"(39, 40)",20.009999999999998,1143688.9681085,1656950.8125490001,1143698.9681085,1656990.381549,20.169999999999998,0.16
50,"(40, 41)",20.009999999999998,1143698.9681085,1656990.381549,1143700.4011085,1657006.772549,20.169999999999998,0.16
51,"(41, 42)",20.009999999999998,1143700.4011085,1657006.772549,1143707.7261085,1657047.367549,20.169999999999998,0.16
52,"(42, 43)",20.009999999999998,1143707.7261085,1657047.367549,1143713.2141085,1657070.691549,20.169999999999998,0.16
53,"(43, 44)",20.009999999999998,1143713.2141085,1657070.691549,1143728.9161085,1657106.784549,20.169999999999998,0.16
54,"(44, 11)",20.009999999999998,1143728.9161085,1657106.784549,1143741.1621085,1657144.259549,20.169999999999998,0.16
55,"(17, 18)",20.11,1143880.6311085,1656688.742549,1143883.0021085,1656687.997549,20.22,0.11
56,"(18, 55)",20.11,1143883.0021085,1656687.997549,1143934.6991085,1656671.865549,20.22,0.11
57,"(55, 14)",20.11,1143934.6991085,1656671.865549,1143977.0451085,1656658.566549,20.22,0.11
58,"(115, 28)",20.33,1143628.6781084999,1656775.812549,1143628.6781085,1656775.8125490001,0.0,20.33
59,"(24, 63)",20.33,1143567.9441085,1656801.828549,1143570.4891085,1656807.5215490002,20.33,0.0
60,"(6, 5)",20.33,1143308.8651085,1656907.127549,1143275.0581085,1656918.887549,20.33,0.0
61,"(19, 20)",20.33,1143507.8441085,1656944.857549,1143522.2831085,1656978.2245490002,20.33,0.0
62,"(20, 47)",20.33,1143522.2831085,1656978.2245490002,1143522.9511085,1656979.7685490001,20.33,0.0
63,"(14, 15)",20.33,1143977.0451085,1656658.566549,1143979.0631085,1656657.932549,20.33,0.0
